2.6058 	ERROR 	Support for the `pyo` audio backend is not available this session. Please install `psychopy-pyo` and restart the session to enable support.
2.6058 	ERROR 	Failed to load any of the audioLibs: ['pyo']. Falling back to PsychToolbox ('ptb') backend for sound. Be sure to add 'ptb' to preferences to avoid seeing this message again.
2.7149 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['pyo'] (in that order).
14.6452 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
16.2435 	INFO 	Loaded monitor calibration from ['2025_10_16 07:47']
16.5460 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x160f17670>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x160f176d0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x160f17ee0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x161276470>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.5461 	EXP 	window1: mouseVisible = True
16.5462 	EXP 	window1: backgroundImage = ''
16.5462 	EXP 	window1: backgroundFit = 'none'
16.5463 	EXP 	window1: mouseVisible = True
16.5466 	EXP 	window1: mouseVisible = True
16.5493 	EXP 	window1: mouseVisible = True
16.5498 	EXP 	window1: mouseVisible = True
16.5903 	EXP 	window1: mouseVisible = True
16.5904 	EXP 	window1: mouseVisible = True
16.5909 	EXP 	window1: mouseVisible = True
16.5913 	EXP 	window1: mouseVisible = True
