15.2381 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
18.5968 	INFO 	Loaded monitor calibration from ['2025_10_16 07:47']
18.9025 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x162028b20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x162028ac0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x1620284f0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1633b76d0>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.9026 	EXP 	window1: mouseVisible = True
18.9026 	EXP 	window1: backgroundImage = ''
18.9027 	EXP 	window1: backgroundFit = 'none'
18.9028 	EXP 	window1: mouseVisible = True
18.9031 	EXP 	window1: mouseVisible = True
18.9058 	EXP 	window1: mouseVisible = True
18.9063 	EXP 	window1: mouseVisible = True
18.9439 	EXP 	window1: mouseVisible = True
18.9440 	EXP 	window1: mouseVisible = True
18.9445 	EXP 	window1: mouseVisible = True
18.9449 	EXP 	window1: mouseVisible = True
18.9586 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
18.9586 	EXP 	window1: recordFrameIntervals = False
19.2998 	EXP 	window1: recordFrameIntervals = True
19.6057 	WARNING 	t of last frame was 44.94ms (=1/22)
19.6279 	WARNING 	t of last frame was 22.10ms (=1/45)
20.2010 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

20.2020 	EXP 	window1: mouseVisible = False
22.3714 	INFO 	keyboard.Keyboard is using ptb backend.
