5.1756 	INFO 	Loaded monitor calibration from ['2024_08_14 14:13']
5.3441 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [3840, 2160]. Using actual size
5.6571 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C933A0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C93340>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C93190>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020E09DBB9D0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=2, size=array([3840, 2160]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.6572 	EXP 	window1: backgroundImage = ''
5.6572 	EXP 	window1: backgroundFit = 'none'
5.6574 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C934C0>
5.6575 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C934C0>
5.6604 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C934C0>
5.6614 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C934C0>
5.8528 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C934C0>
5.8530 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C934C0>
5.8545 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C934C0>
5.8556 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000020E09C934C0>
5.9000 	EXP 	window1: Attempting to measure frame rate of screen (2) ...
5.9001 	EXP 	window1: recordFrameIntervals = False
6.0522 	EXP 	window1: recordFrameIntervals = True
6.2356 	EXP 	Screen (2) actual frame rate measured at 60.01Hz
6.2357 	EXP 	window1: recordFrameIntervals = False
6.2358 	EXP 	window1: mouseVisible = False
7.1989 	INFO 	keyboard.Keyboard is using ptb backend.
7.2572 	EXP 	TSST_fnirs_V4_CONTROL: status = STARTED
7.2576 	EXP 	window1: mouseVisible = False
7.3569 	EXP 	Created ctl1_instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ctl1_instruction_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
7.3570 	INFO 	keyboard.Keyboard is using ptb backend.
7.3570 	EXP 	window1: mouseVisible = False
7.4033 	EXP 	Sound  set volume 1.000
7.4037 	EXP 	Sound  set volume 1.000
7.4038 	EXP 	window1: mouseVisible = False
