2.6962 	ERROR 	Support for the `pyo` audio backend is not available this session. Please install `psychopy-pyo` and restart the session to enable support.
2.6962 	ERROR 	Failed to load any of the audioLibs: ['pyo']. Falling back to PsychToolbox ('ptb') backend for sound. Be sure to add 'ptb' to preferences to avoid seeing this message again.
2.8053 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['pyo'] (in that order).
15.5664 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
146.2300 	INFO 	Loaded monitor calibration from ['2025_10_16 07:47']
146.8527 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x160696890>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x1606968f0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x160696aa0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x160305e70>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
146.8529 	EXP 	window1: mouseVisible = True
146.8529 	EXP 	window1: backgroundImage = ''
146.8529 	EXP 	window1: backgroundFit = 'none'
146.8533 	EXP 	window1: mouseVisible = True
146.8541 	EXP 	window1: mouseVisible = True
146.8575 	EXP 	window1: mouseVisible = True
146.8580 	EXP 	window1: mouseVisible = True
146.9030 	EXP 	window1: mouseVisible = True
146.9031 	EXP 	window1: mouseVisible = True
146.9036 	EXP 	window1: mouseVisible = True
146.9040 	EXP 	window1: mouseVisible = True
146.9191 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
