1.9047 	ERROR 	Failed to load any of the audioLibs: ['pyo']. Falling back to PsychToolbox ('ptb') backend for sound. Be sure to add 'ptb' to preferences to avoid seeing this message again.
2.0874 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['pyo'] (in that order).
6.0179 	INFO 	Loaded monitor calibration from ['2024_08_14 14:13']
6.2119 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
6.4844 	INFO 	Using renderer 'NVIDIA GeForce GTX 1660/PCIe/SSE2' for graphics
6.4844 	INFO 	OpenGL version supported by driver is 4..
6.5052 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029980589DE0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029980589D80>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000299800DAB90>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=3, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.5053 	EXP 	window1: backgroundImage = ''
6.5053 	EXP 	window1: backgroundFit = 'none'
6.9202 	EXP 	window1: Attempting to measure frame rate of screen (3) ...
6.9202 	EXP 	window1: recordFrameIntervals = False
6.9881 	EXP 	window1: recordFrameIntervals = True
7.0643 	EXP 	Screen (3) actual frame rate measured at 143.98Hz
7.0643 	EXP 	window1: recordFrameIntervals = False
8.1316 	INFO 	keyboard.Keyboard is using ptb backend.
8.1316 	EXP 	TSST_fnirs_V4_FULL: status = STARTED
8.2100 	EXP 	Created ctl1_instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='ctl1_instruction_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.2101 	INFO 	keyboard.Keyboard is using ptb backend.
8.2243 	INFO 	Created stream for speaker device: Headphones (X10) (11.0)
8.2257 	EXP 	: sampleRate = 44100
8.2257 	EXP 	: channels = None
8.2261 	EXP 	Sound  set volume 1.000
8.2308 	INFO 	Created stream for speaker device: Headphones (X10) (11.0)
8.2321 	EXP 	: sampleRate = 44100
